String ID,enu,Comment
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.FOLDER.DELETE,Delete, 
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.FOLDER.MOVE,Move, 
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.FOLDER.COPY,Copy, 
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.DOWNLOAD,Download, 
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.DELETE,Delete, 
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.MOVE,Move, 
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.COPY,Copy, 
en_2.SEARCH.DOCUMENT_LIST.ACTIONS.DOCUMENT.PROCESS_ACTION,Start Process, 
en_2.PERMISSION.LACKOF,You don't have the {{permission}} permission to {{action}} the {{type}}, 
en_2.METADATA.BASIC.HEADER,Properties, 
en_2.METADATA.BASIC.NAME,Name, 
en_2.METADATA.BASIC.TITLE,Title, 
en_2.METADATA.BASIC.DESCRIPTION,Description, 
en_2.METADATA.BASIC.AUTHOR,Author, 
en_2.METADATA.BASIC.MIMETYPE,Mimetype, 
en_2.METADATA.BASIC.SIZE,Size, 
en_2.METADATA.BASIC.CREATOR,Creator, 
en_2.METADATA.BASIC.CREATED_DATE,Created Date, 
en_2.METADATA.BASIC.MODIFIER,Modifier, 
en_2.METADATA.BASIC.MODIFIED_DATE,Modified Date, 
en_2.METADATA.ERRORS.GENERIC,Error updating property, 
en_2.METADATA.ERRORS.409,Duplicate child name not allowed [409], 
en_2.METADATA.ERRORS.422,Invalid property value, 
en_2.SHARE.PUBLIC-LINK,Public link, 
en_2.SHARE.DIALOG-TITLE,Share, 
en_2.SHARE.DESCRIPTION,Click the link below to copy it to the clipboard., 
en_2.SHARE.TITLE,Link to share, 
en_2.SHARE.EXPIRES,Expires on, 
en_2.SHARE.CLIPBOARD-MESSAGE,Link copied to the clipboard, 
en_2.SHARE.CLOSE,Close, 
en_2.SHARE.CONFIRMATION.DIALOG-TITLE,Remove this shared link, 
en_2.SHARE.CONFIRMATION.MESSAGE,This link will be deleted and a new link will be created next time this file is shared, 
en_2.SHARE.CONFIRMATION.CANCEL,Cancel, 
en_2.SHARE.CONFIRMATION.REMOVE,Remove, 
en_2.SHARE.UNSHARE_ERROR,Error unsharing this file, 
en_2.SHARE.UNSHARE_PERMISSION_ERROR,You don't have permission to unshare this file, 
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.INHERITED,Inherited, 
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.AUTHORITY_ID,Authority ID, 
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.ROLE,Role, 
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.LOCALLY_SET,Locally set, 
en_2.PERMISSION_MANAGER.PERMISSION_DISPLAY.NO_PERMISSIONS,No permissions, 
en_2.PERMISSION_MANAGER.ADD-PERMISSION.SEARCH,Search, 
en_2.PERMISSION_MANAGER.ADD-PERMISSION.TYPE-MESSAGE,Type something to start searching groups or people, 
en_2.PERMISSION_MANAGER.ADD-PERMISSION.NO-RESULT,No result found for this search, 
en_2.PERMISSION_MANAGER.ADD-PERMISSION.ADD-ACTION,ADD, 
en_2.PERMISSION_MANAGER.ADD-PERMISSION.CLOSE-ACTION,CLOSE, 
en_2.PERMISSION_MANAGER.ADD-PERMISSION.BASE-DIALOG-TITLE,Search a group or people to add, 
en_2.PERMISSION_MANAGER.ADD-PERMISSION.EVERYONE,EVERYONE, 
en_2.PERMISSION_MANAGER.ERROR.DUPLICATE-PERMISSION,One or more of the permissions you have set is already present : {{list}}, 
en_2.PERMISSION_MANAGER.ERROR.NOT-ALLOWED,You are not allowed to change permissions, 
en_2.ADF-TREE-VIEW.MISSING-ID,No nodeId provided!, 
en_2.LIBRARY.DIALOG.CREATE_TITLE,Create Library, 
en_2.LIBRARY.DIALOG.CREATE,Create, 
en_2.LIBRARY.DIALOG.UPDATE,Update, 
en_2.LIBRARY.DIALOG.EDIT,Edit, 
en_2.LIBRARY.DIALOG.CANCEL,Cancel, 
en_2.LIBRARY.DIALOG.FORM.DESCRIPTION,Description, 
en_2.LIBRARY.DIALOG.FORM.SITE_ID,Library ID, 
en_2.LIBRARY.DIALOG.FORM.NAME,Name, 
en_2.LIBRARY.DIALOG.FORM.VISIBILITY,Visibility, 
en_2.LIBRARY.ROLE.MANAGER,Manager, 
en_2.LIBRARY.ROLE.COLLABORATOR,Collaborator, 
en_2.LIBRARY.ROLE.CONTRIBUTOR,Contributor, 
en_2.LIBRARY.ROLE.CONSUMER,Consumer, 
en_2.LIBRARY.VISIBILITY.PRIVATE,Private, 
en_2.LIBRARY.VISIBILITY.PUBLIC,Public, 
en_2.LIBRARY.VISIBILITY.MODERATED,Moderated, 
en_2.LIBRARY.HINTS.SITE_TITLE_EXISTS,Library name already in use, 
en_2.LIBRARY.ERRORS.GENERIC,We hit a problem, 
en_2.LIBRARY.ERRORS.EXISTENT_SITE,This Library ID isn't available. Try a different Library ID., 
en_2.LIBRARY.ERRORS.CONFLICT,This Library ID is already used. Check the trashcan., 
en_2.LIBRARY.ERRORS.ID_TOO_LONG,Use 72 characters or less for the URL name, 
en_2.LIBRARY.ERRORS.DESCRIPTION_TOO_LONG,Use 512 characters or less for description, 
en_2.LIBRARY.ERRORS.TITLE_TOO_LONG,Use 256 characters or less for title, 
en_2.LIBRARY.ERRORS.TITLE_TOO_SHORT,Title must be at least 2 characters long, 
en_2.LIBRARY.ERRORS.ILLEGAL_CHARACTERS,Use numbers and letters only, 
en_2.LIBRARY.ERRORS.ONLY_SPACES,Library name can't contain only spaces, 
en_2.LIBRARY.ERRORS.LIBRARY_UPDATE_ERROR,There was an error updating library properties, 
en_2.LIBRARY.SUCCESS.LIBRARY_UPDATED,Library properties updated, 
en_2.BREADCRUMB.ARIA-LABEL.BREADCRUMB,Breadcrumb, 
en_2.BREADCRUMB.ARIA-LABEL.CURRENT_PAGE,Page, 
en_2.NAME_COLUMN_LINK.ACCESSIBILITY.ARIA_LABEL,Open {{ name }}, 
en_3.SAVE,SAVE, 
en_3.COMPLETE,COMPLETE, 
en_3.CANCEL,CANCEL, 
en_3.CLAIM,CLAIM, 
en_3.UNCLAIM,RELEASE, 
en_3.START PROCESS,START PROCESS, 
en_3.NOTIFICATION_HISTORY.NO_MESSAGE,No messages, 
en_3.NOTIFICATION_HISTORY.NOTIFICATIONS,Notifications, 
en_3.NOTIFICATION_HISTORY.MARK_AS_READ,Mark all as read, 
en_3.FORM.START_FORM.TITLE,Start Form, 
en_3.FORM.PREVIEW.IMAGE_NOT_AVAILABLE,Preview not available, 
en_3.FORM.FIELD.LOCALSTORAGE,Local storage, 
en_3.FORM.FIELD.SOURCE,Select source from , 
en_3.FORM.FIELD.SHOW_FILE,Show, 
en_3.FORM.FIELD.DOWNLOAD_FILE,Download, 
en_3.FORM.FIELD.REMOVE_FILE,Remove, 
en_3.FORM.FIELD.UPLOAD,UPLOAD, 
en_3.FORM.FIELD.REQUIRED,*Required, 
en_3.FORM.FIELD.VALIDATOR.INVALID_NUMBER,Use a different number format, 
en_3.FORM.FIELD.VALIDATOR.INVALID_DATE,Use a different date format, 
en_3.FORM.FIELD.VALIDATOR.INVALID_VALUE,Enter a different value, 
en_3.FORM.FIELD.VALIDATOR.NOT_GREATER_THAN,Can't be greater than {{ maxValue }}, 
en_3.FORM.FIELD.VALIDATOR.NOT_LESS_THAN,Can't be less than {{ minValue }}, 
en_3.FORM.FIELD.VALIDATOR.AT_LEAST_LONG,Enter at least {{ minLength }} characters, 
en_3.FORM.FIELD.VALIDATOR.NO_LONGER_THAN,Enter no more than {{ maxLength }} characters, 
en_3.FORM.FORM_RENDERER.NAMELESS_TASK,Nameless task, 
en_3.CORE.HEADER.LOGO_ARIA,Company Logo, 
en_3.CORE.FILE_SIZE.BYTES,Bytes, 
en_3.CORE.FILE_SIZE.KB,KB, 
en_3.CORE.FILE_SIZE.MB,MB, 
en_3.CORE.FILE_SIZE.GB,GB, 
en_3.CORE.FILE_SIZE.TB,TB, 
en_3.CORE.FILE_SIZE.PB,PB, 
en_3.CORE.FILE_SIZE.EB,EB, 
en_3.CORE.FILE_SIZE.ZB,ZB, 
en_3.CORE.FILE_SIZE.YB,YB, 
en_3.CORE.PAGINATION.ARIA.ITEMS_PER_PAGE,Page size selector, 
en_3.CORE.PAGINATION.ARIA.CURRENT_PAGE,Current page selector, 
en_3.CORE.PAGINATION.ARIA.PREVIOUS_PAGE,Previous page button, 
en_3.CORE.PAGINATION.ARIA.NEXT_PAGE,Next page button, 
en_3.CORE.PAGINATION.ITEMS_RANGE,Showing {{ range }} of {{ total }}, 
en_3.CORE.PAGINATION.ITEMS_PER_PAGE,Items per page, 
en_3.CORE.PAGINATION.CURRENT_PAGE,Page {{ number }}, 
en_3.CORE.PAGINATION.TOTAL_PAGES,of {{ total }}, 
en_3.CORE.DIALOG.DOWNLOAD_ZIP.ACTIONS.CANCEL,Cancel, 
en_3.CORE.DIALOG.DOWNLOAD_ZIP.TITLE,"Adding files to zip, this could take a few minutes", 
en_3.CORE.DIALOG.EDIT_JSON.CLOSE,Close, 
en_3.CORE.DIALOG.EDIT_JSON.UPDATE,Update, 
en_3.CORE.FILE_DIALOG.FILE_LOCK,Lock file, 
en_3.CORE.FILE_DIALOG.ALLOW_OTHERS_CHECKBOX,Allow the owner to modify this file, 
en_3.CORE.FILE_DIALOG.FILE_LOCK_CHECKBOX,Lock file, 
en_3.CORE.FILE_DIALOG.TIME_LOCK_CHECKBOX,Time lock, 
en_3.CORE.FILE_DIALOG.SAVE_BUTTON.LABEL,Save, 
en_3.CORE.FILE_DIALOG.CANCEL_BUTTON.LABEL,Cancel, 
en_3.CORE.FOLDER_DIALOG.CREATE_FOLDER_TITLE,Create new folder, 
en_3.CORE.FOLDER_DIALOG.EDIT_FOLDER_TITLE,Edit folder, 
en_3.CORE.FOLDER_DIALOG.FOLDER_NAME.LABEL,Name, 
en_3.CORE.FOLDER_DIALOG.FOLDER_NAME.ERRORS.REQUIRED,Folder name is required, 
en_3.CORE.FOLDER_DIALOG.FOLDER_NAME.ERRORS.SPECIAL_CHARACTERS,"Folder name can't contain these characters * "" < > \ / ? : |", 
en_3.CORE.FOLDER_DIALOG.FOLDER_NAME.ERRORS.ENDING_DOT,Folder name can't end with a period ., 
en_3.CORE.FOLDER_DIALOG.FOLDER_NAME.ERRORS.ONLY_SPACES,Folder name can't contain only spaces, 
en_3.CORE.FOLDER_DIALOG.FOLDER_DESCRIPTION.LABEL,Description, 
en_3.CORE.FOLDER_DIALOG.CREATE_BUTTON.LABEL,Create, 
en_3.CORE.FOLDER_DIALOG.UPDATE_BUTTON.LABEL,Update, 
en_3.CORE.FOLDER_DIALOG.CANCEL_BUTTON.LABEL,Cancel, 
en_3.CORE.MESSAGES.ERRORS.GENERIC,The action was unsuccessful. Try again or contact your IT Team., 
en_3.CORE.MESSAGES.ERRORS.EXISTENT_FOLDER,There's already a folder with this name. Try a different name., 
en_3.CORE.RESTORE_NODE.VIEW,View, 
en_3.CORE.RESTORE_NODE.PARTIAL_PLURAL,{{ number }} items not restored because of issues with the restore location, 
en_3.CORE.RESTORE_NODE.NODE_EXISTS,"Can't restore, {{ name }} item already exists", 
en_3.CORE.RESTORE_NODE.LOCATION_MISSING,"Can't restore {{ name }} item, the original location no longer exists", 
en_3.CORE.RESTORE_NODE.GENERIC,There was a problem restoring {{ name }} item, 
en_3.CORE.RESTORE_NODE.PLURAL,Restore successful, 
en_3.CORE.RESTORE_NODE.SINGULAR,{{ name }} item restored, 
en_3.CORE.DELETE_NODE.SINGULAR,{{ name }} deleted, 
en_3.CORE.DELETE_NODE.PLURAL,{{ number }} items deleted, 
en_3.CORE.DELETE_NODE.PARTIAL_SINGULAR,"Deleted {{ success }} item, {{ failed }} couldn't be deleted", 
en_3.CORE.DELETE_NODE.PARTIAL_PLURAL,"Deleted {{ success }} items, {{ failed }} couldn't be deleted", 
en_3.CORE.DELETE_NODE.ERROR_SINGULAR,{{ name }} couldn't be deleted, 
en_3.CORE.DELETE_NODE.ERROR_PLURAL,{{ number }} items couldn't be deleted, 
en_3.CORE.HOST_SETTINGS.TYPE-AUTH,Authentication type, 
en_3.CORE.HOST_SETTINGS.BASIC,Basic Authentication, 
en_3.CORE.HOST_SETTINGS.SSO,SSO, 
en_3.CORE.HOST_SETTINGS.IMPLICIT-FLOW,Implicit Flow, 
en_3.CORE.HOST_SETTINGS.PROVIDER,Provider, 
en_3.CORE.HOST_SETTINGS.REQUIRED,This field is required, 
en_3.CORE.HOST_SETTINGS.CS_URL_ERROR,Content Services address doesn't match the URL format, 
en_3.CORE.HOST_SETTINGS.PS_URL_ERROR,Process Services address doesn't match the URL format, 
en_3.CORE.HOST_SETTINGS.TITLE,Settings, 
en_3.CORE.HOST_SETTINGS.CS-HOST,Content Services URL, 
en_3.CORE.HOST_SETTINGS.BP-HOST,Process Services URL, 
en_3.CORE.HOST_SETTINGS.BACK,Back, 
en_3.CORE.HOST_SETTINGS.APPLY,APPLY, 
en_3.CORE.HOST_SETTINGS.NOT_VALID,"http(s)://host|ip:port(/path) not recognized, try a different URL.", 
en_3.CORE.HOST_SETTINGS.REDIRECT,Redirect URI, 
en_3.CORE.HOST_SETTINGS.REDIRECT_LOGOUT,Redirect URI Logout, 
en_3.CORE.HOST_SETTINGS.SILENT,Silent Login, 
en_3.CORE.HOST_SETTINGS.SCOPE,Scope, 
en_3.CORE.HOST_SETTINGS.CLIENT,Client ID, 
en_3.CORE.CARDVIEW.KEYVALUEPAIRS.ADD,Add New, 
en_3.CORE.CARDVIEW.KEYVALUEPAIRS.NAME,Name, 
en_3.CORE.CARDVIEW.KEYVALUEPAIRS.VALUE,Value, 
en_3.CORE.CARDVIEW.NONE,None, 
en_3.CORE.CARDVIEW.VALIDATORS.FLOAT_VALIDATION_ERROR,Use a number format, 
en_3.CORE.CARDVIEW.VALIDATORS.INT_VALIDATION_ERROR,Use an integer format, 
en_3.CORE.METADATA.BASIC.HEADER,Properties, 
en_3.CORE.METADATA.BASIC.NAME,Name, 
en_3.CORE.METADATA.BASIC.TITLE,Title, 
en_3.CORE.METADATA.BASIC.DESCRIPTION,Description, 
en_3.CORE.METADATA.BASIC.AUTHOR,Author, 
en_3.CORE.METADATA.BASIC.MIMETYPE,Mimetype, 
en_3.CORE.METADATA.BASIC.SIZE,Size, 
en_3.CORE.METADATA.BASIC.CREATOR,Creator, 
en_3.CORE.METADATA.BASIC.CREATED_DATE,Created Date, 
en_3.CORE.METADATA.BASIC.MODIFIER,Modifier, 
en_3.CORE.METADATA.BASIC.MODIFIED_DATE,Modified Date, 
en_3.CORE.METADATA.ACTIONS.EDIT,Edit, 
en_3.CORE.METADATA.ACTIONS.SAVE,Save, 
en_3.CORE.METADATA.ACTIONS.CANCEL,Cancel, 
en_3.CORE.METADATA.ACTIONS.CLEAR,Clear, 
en_3.CORE.METADATA.ACTIONS.TOGGLE,Toggle value, 
en_3.COMMENTS.NONE,No comments, 
en_3.COMMENTS.ADD,Add, 
en_3.COMMENTS.HEADER,Comments ({{ count }}), 
en_3.COMMENTS.CREATED_BY_HEADER,Created by, 
en_3.COMMENTS.MESSAGE_HEADER,Message, 
en_3.COMMENTS.DIALOG.TITLE,New comment, 
en_3.COMMENTS.DIALOG.LABELS.MESSAGE,Message, 
en_3.COMMENTS.DIALOG.BUTTON.ADD,Add Comment, 
en_3.COMMENTS.DIALOG.BUTTON.CANCEL,Cancel, 
en_3.LOGIN.LOGO,"Alfresco, make business flow", 
en_3.LOGIN.LABEL.LOGIN,Sign in, 
en_3.LOGIN.LABEL.USERNAME,Username, 
en_3.LOGIN.LABEL.PASSWORD,Password, 
en_3.LOGIN.LABEL.REMEMBER,Remember me, 
en_3.LOGIN.ARIA-LABEL.SHOW-PASSWORD,Show password, 
en_3.LOGIN.ARIA-LABEL.HIDE-PASSWORD,Hide password, 
en_3.LOGIN.MESSAGES.USERNAME-REQUIRED,Required, 
en_3.LOGIN.MESSAGES.USERNAME-MIN,Your username needs to be at least {{ minLength }} characters., 
en_3.LOGIN.MESSAGES.PASSWORD-REQUIRED,Enter your password to sign in, 
en_3.LOGIN.MESSAGES.LOGIN-ERROR-CREDENTIALS,You've entered an unknown username or password, 
en_3.LOGIN.MESSAGES.LOGIN-ERROR-PROVIDERS,Providers cannot be undefined, 
en_3.LOGIN.MESSAGES.LOGIN-ERROR-CORS,"CORS exception, check your server configuration", 
en_3.LOGIN.MESSAGES.LOGIN-ERROR-CSRF,"CSRF exception, set [disableCsrf]=""true"" in login.component", 
en_3.LOGIN.MESSAGES.LOGIN-ECM-LICENSE,Alfresco Content Services repository is in read-only mode, 
en_3.LOGIN.MESSAGES.SSO-WRONG-CONFIGURATION,SSO Authentication server unreachable, 
en_3.LOGIN.BUTTON.LOGIN,SIGN IN, 
en_3.LOGIN.BUTTON.CHECKING,CHECKING, 
en_3.LOGIN.BUTTON.WELCOME,WELCOME, 
en_3.LOGIN.BUTTON.SSO,SIGN IN SSO, 
en_3.LOGIN.ACTION.HELP,NEED HELP?, 
en_3.LOGIN.ACTION.REGISTER,REGISTER, 
en_3.LOGIN.DIALOG.CANCEL,Cancel, 
en_3.LOGIN.DIALOG.CHOOSE,Choose, 
en_3.ADF-DATATABLE.EMPTY.HEADER,This list is empty, 
en_3.ADF-DATATABLE.EMPTY.DRAG-AND-DROP.TITLE,Drag and drop, 
en_3.ADF-DATATABLE.EMPTY.DRAG-AND-DROP.SUBTITLE,to upload files, 
en_3.ADF-DATATABLE.CONTENT-ACTIONS.TOOLTIP,Content actions, 
en_3.ADF-DATATABLE.ACCESSIBILITY.SELECT_ALL,Select all, 
en_3.ADF-DATATABLE.ACCESSIBILITY.SELECT_FILE,Select file, 
en_3.ADF-DATATABLE.ACCESSIBILITY.SORT_ASCENDING,Ascending, 
en_3.ADF-DATATABLE.ACCESSIBILITY.SORT_DESCENDING,Descending, 
en_3.ADF-DATATABLE.ACCESSIBILITY.SORT_NONE,None, 
en_3.ADF-DATATABLE.ACCESSIBILITY.ICON_TEXT,File type {{ type }}, 
en_3.ADF-DATATABLE.ACCESSIBILITY.ICON_DISABLED,Disabled, 
en_3.ADF-DATATABLE.ACCESSIBILITY.ROW_OPTION_BUTTON,Actions, 
en_3.ADF-DATATABLE.FILE_TYPE.DOCUMENT,Document, 
en_3.ADF-DATATABLE.FILE_TYPE.FOLDER,Folder, 
en_3.ADF-DATATABLE.FILE_TYPE.PDF,PDF, 
en_3.ADF-DATATABLE.FILE_TYPE.IMAGE,Image, 
en_3.ADF-DATATABLE.FILE_TYPE.EXCEL,Excel spreadsheet, 
en_3.ADF-DATATABLE.FILE_TYPE.WORD,Word document, 
en_3.ADF-DATATABLE.FILE_TYPE.POWERPOINT,Powerpoint presentation, 
en_3.ADF-DATATABLE.FILE_TYPE.VIDEO,Video, 
en_3.ADF-DATATABLE.FILE_TYPE.AUDIO,Audio, 
en_3.ADF-DATATABLE.FILE_TYPE.WEBSITE,Website, 
en_3.ADF-DATATABLE.FILE_TYPE.ARCHIVE,Archive, 
en_3.ADF-DATATABLE.FILE_TYPE.PRESENTATION,Presentation, 
en_3.ADF-DATATABLE.FILE_TYPE.SPREADSHEET,Spreadsheet, 
en_3.ADF-DATATABLE.FILE_TYPE.MISCELLANEOUS,Miscellaneous, 
en_3.USER_PROFILE.LABELS.ECM.JOB_TITLE,Job Title, 
en_3.USER_PROFILE.LABELS.BPM.TENANT,Tenant, 
en_3.USER_PROFILE.TAB.CS,Content Services, 
en_3.USER_PROFILE.TAB.PS,Process Services, 
en_3.ADF_VIEWER.ACTIONS.BACK,Back, 
en_3.ADF_VIEWER.ACTIONS.OPEN_WITH,Open with, 
en_3.ADF_VIEWER.ACTIONS.DOWNLOAD,Download, 
en_3.ADF_VIEWER.ACTIONS.PRINT,Print, 
en_3.ADF_VIEWER.ACTIONS.SHARE,Share, 
en_3.ADF_VIEWER.ACTIONS.MORE_ACTIONS,More actions, 
en_3.ADF_VIEWER.ACTIONS.INFO,Info, 
en_3.ADF_VIEWER.ACTIONS.FULLSCREEN,Activate full-screen mode, 
en_3.ADF_VIEWER.ACTIONS.CLOSE,Close, 
en_3.ADF_VIEWER.ACTIONS.NEXT_FILE,Next File, 
en_3.ADF_VIEWER.ACTIONS.PREV_FILE,Previous File, 
en_3.ADF_VIEWER.ARIA.PREVIOUS_PAGE,Previous page, 
en_3.ADF_VIEWER.ARIA.NEXT_PAGE,Next page, 
en_3.ADF_VIEWER.ARIA.ZOOM_IN,Zoom in, 
en_3.ADF_VIEWER.ARIA.ZOOM_OUT,Zoom out, 
en_3.ADF_VIEWER.ARIA.FIT_PAGE,Fit page, 
en_3.ADF_VIEWER.ARIA.ROTATE_LEFT,Rotate left, 
en_3.ADF_VIEWER.ARIA.ROTATE_RIGHT,Rotate right, 
en_3.ADF_VIEWER.ARIA.RESET,Reset, 
en_3.ADF_VIEWER.PAGE_LABEL.SHOWING,Showing, 
en_3.ADF_VIEWER.PAGE_LABEL.OF,of, 
en_3.ADF_VIEWER.LOADING,Loading, 
en_3.ADF_VIEWER.UNKNOWN_FORMAT,Couldn't load preview. Unknown format., 
en_3.ADF_VIEWER.SIDEBAR.THUMBNAILS.PAGE,Page {{ pageNum }}, 
en_3.ADF_VIEWER.SIDEBAR.METADATA.MORE_INFORMATION,More information, 
en_3.ADF_VIEWER.SIDEBAR.METADATA.LESS_INFORMATION,Less information, 
en_3.ADF_VIEWER.PDF_DIALOG.SUBMIT,Submit, 
en_3.ADF_VIEWER.PDF_DIALOG.CLOSE,Close, 
en_3.ADF_VIEWER.PDF_DIALOG.PLACEHOLDER,Password, 
en_3.ADF_VIEWER.PDF_DIALOG.ERROR,Password is wrong, 
en_3.ERROR_CONTENT.UNKNOWN.TITLE,We hit a problem., 
en_3.ERROR_CONTENT.UNKNOWN.DESCRIPTION,Looks like something went wrong., 
en_3.ERROR_CONTENT.UNKNOWN.RETURN_BUTTON.TEXT,Back to home, 
en_3.ERROR_CONTENT.403.TITLE,You don't have permission to access this server., 
en_3.ERROR_CONTENT.403.DESCRIPTION,You're not allowed access to this resource on the server., 
en_3.ERROR_CONTENT.403.SECONDARY_BUTTON.TEXT,Report issue, 
en_3.ERROR_CONTENT.403.RETURN_BUTTON.TEXT,Back to home, 
en_3.ERROR_CONTENT.404.TITLE,An error occurred., 
en_3.ERROR_CONTENT.404.DESCRIPTION,We couldn’t find the page you were looking for., 
en_3.ERROR_CONTENT.404.RETURN_BUTTON.TEXT,Back to home, 
en_3.ERROR_CONTENT.500.TITLE,An error occurred., 
en_3.ERROR_CONTENT.500.DESCRIPTION,"Internal server error, try again or contact IT support [500].", 
en_3.ERROR_CONTENT.500.RETURN_BUTTON.TEXT,Back to home, 
en_3.ERROR_CONTENT.502.TITLE,An error occurred., 
en_3.ERROR_CONTENT.502.DESCRIPTION,"Bad Gateway, try again or contact IT support [502].", 
en_3.ERROR_CONTENT.502.RETURN_BUTTON.TEXT,Back to home, 
en_3.ERROR_CONTENT.504.TITLE,An error occurred., 
en_3.ERROR_CONTENT.504.DESCRIPTION,"The server timed out, try again or contact IT support [504].", 
en_3.ERROR_CONTENT.504.RETURN_BUTTON.TEXT,Back to home, 
en_3.ABOUT.VERSION,Version, 
en_3.ABOUT.SERVER_SETTINGS.TITLE,Server settings, 
en_3.ABOUT.SERVER_SETTINGS.DESCRIPTION,The values below are taken from the AppConfigService, 
en_3.ABOUT.SERVER_SETTINGS.CONTENT_SERVICE_HOST,Alfresco Content Services URL: {{ value }}, 
en_3.ABOUT.SERVER_SETTINGS.PROCESS_SERVICE_HOST,Alfresco Process Services URL: {{ value }}, 
en_3.ABOUT.VERSIONS.TITLE,Product Versions, 
en_3.ABOUT.VERSIONS.CONTENT_SERVICE,ECM, 
en_3.ABOUT.VERSIONS.PROCESS_SERVICE,BPM, 
en_3.ABOUT.VERSIONS.LABELS.EDITION,Edition, 
en_3.ABOUT.VERSIONS.LABELS.VERSION,Version, 
en_3.ABOUT.VERSIONS.LABELS.LICENSE,License, 
en_3.ABOUT.VERSIONS.LABELS.STATUS,Status, 
en_3.ABOUT.VERSIONS.LABELS.MODULES,Modules, 
en_3.ABOUT.SOURCE_CODE.TITLE,Source code, 
en_3.ABOUT.SOURCE_CODE.DESCRIPTION,You are running the project based on the following commit, 
en_3.ABOUT.PACKAGES.TITLE,Packages, 
en_3.ABOUT.PACKAGES.DESCRIPTION,Current project is using the following ADF libraries, 
en_3.ABOUT.TABLE_HEADERS.MODULES.ID,ID, 
en_3.ABOUT.TABLE_HEADERS.MODULES.TITLE,Title, 
en_3.ABOUT.TABLE_HEADERS.MODULES.DESCRIPTION,Description, 
en_3.ABOUT.TABLE_HEADERS.MODULES.INSTALL_DATE,Install Date, 
en_3.ABOUT.TABLE_HEADERS.MODULES.INSTALL_STATE,Install State, 
en_3.ABOUT.TABLE_HEADERS.MODULES.VERSION_MIN,Version Minor, 
en_3.ABOUT.TABLE_HEADERS.MODULES.VERSION_MAX,Version Max, 
en_3.ABOUT.TABLE_HEADERS.STATUS.READ_ONLY,ReadOnly, 
en_3.ABOUT.TABLE_HEADERS.STATUS.AUDIT_ENABLED,Is Audit Enabled, 
en_3.ABOUT.TABLE_HEADERS.STATUS.QUICK_SHARE_ENABLED,Is Quick Shared Enabled, 
en_3.ABOUT.TABLE_HEADERS.STATUS.THUMBNAIL_ENABLED,Thumbnail Generation, 
en_3.ABOUT.TABLE_HEADERS.LICENSE.ISSUES_AT,Issued At, 
en_3.ABOUT.TABLE_HEADERS.LICENSE.EXPIRES_AT,Expires At, 
en_3.ABOUT.TABLE_HEADERS.LICENSE.REMAINING_DAYS,Remaining Days, 
en_3.ABOUT.TABLE_HEADERS.LICENSE.HOLDER,Holder, 
en_3.ABOUT.TABLE_HEADERS.LICENSE.MODE,Mode, 
en_3.ABOUT.TABLE_HEADERS.LICENSE.CLUSTER_ENABLED,Is Cluster Enabled, 
en_3.ABOUT.TABLE_HEADERS.LICENSE.CRYPTODOC_ENABLED,Is Cryptodoc Enabled, 
en_3.ABOUT.EXTENSIONS.TITLE,Plugins, 
en_3.ABOUT.EXTENSIONS.TABLE_HEADERS.ID,ID, 
en_3.ABOUT.EXTENSIONS.TABLE_HEADERS.NAME,Name, 
en_3.ABOUT.EXTENSIONS.TABLE_HEADERS.VERSION,Version, 
en_3.ABOUT.EXTENSIONS.TABLE_HEADERS.VENDOR,Vendor, 
en_3.ABOUT.EXTENSIONS.TABLE_HEADERS.LICENSE,License, 
en_3.ABOUT.EXTENSIONS.TABLE_HEADERS.RUNTIME,Runtime, 
en_3.ABOUT.EXTENSIONS.TABLE_HEADERS.DESCRIPTION,Description, 
en_3.CLIPBOARD.CLICK_TO_COPY,Click to copy, 
en_3.CLIPBOARD.SUCCESS_COPY,Text copied to clipboard, 
en_4.ANALYTICS.TITLE,ANALYTICS, 
en_4.ANALYTICS.MESSAGES.UNKNOWN-WIDGET-TYPE,UNKNOWN WIDGET TYPE, 
en_4.ANALYTICS.MESSAGES.FILL-PARAMETER,Choose from the report options, 
en_4.ANALYTICS.MESSAGES.NO-DATA-FOUND,No data found, 
en_4.ANALYTICS.MESSAGES.ZERO-DATA-FOUND,There are only zero values, 
en_4.ANALYTICS.MESSAGES.ICON-SETTING,Settings, 
en_4.ANALYTICS.MESSAGES.ICON-SAVE,Save, 
en_4.ANALYTICS.MESSAGES.ICON-DELETE,Delete, 
en_4.ANALYTICS.MESSAGES.ICON-EXPORT-CSV,Export, 
