String ID,enu,Comment
slingshot.sync.node.no_longer_exists,This content no longer exists on Alfresco Content Services in the Cloud., 
slingshot.sync.node.no_longer_exists.description,This content no longer exists on Alfresco Content Services in the Cloud. Click Request Sync to try again., 
slingshot.sync.node.unknown,"We hit a problem, try again.", 
slingshot.sync.node.unknown.description,"We hit a problem during sync. Try again, or share the following details with your IT Team {0}.", 
slingshot.sync.node.access_denied,"Content not synced. You don't have access to the target file, ask your IT Team for access.", 
slingshot.sync.node.access_denied_source,"Content not synced. You don't have access to the source file, ask your IT Team for access.", 
slingshot.sync.node.content_limit_violation,This file is to large to sync., 
slingshot.sync.node.quota_limit_violation,There isn't enough free space to sync., 
slingshot.sync.node.authentication_error,Content not synced as the authentication details aren't valid., 
slingshot.sync.node.authentication_error.description,Content not synced as the authentication details for {0} aren't valid., 
slingshot.sync.node.owner_not_found,Content not synced because the owner has been removed or deleted., 
slingshot.sync.node.owner_not_found.description,"This was synced by {0}, who has been removed. Click Unsync from Cloud to cancel the sync.", 
slingshot.sync.communications.error,Unable to communicate with remote system, 
slingshot.sync.communications.error.description,Unable to communicate with remote system. Sync will automatically work once communications work, 
site-service.site_service.unable_to_create,Unable to create site because the site short name {0} is already in use.  Site short names must be unique., 
site-service.site_service.short_name_too_long,Unable to create site because the site short name {0} is too long.  Site short names can be no longer than {1} characters., 
site-service.site_service.visibility_group_missing,Unable to create site because the visibility group {0} does not exist., 
site-service.site_service.can_not_update,Cannot update site {0} because it does not exist., 
site-service.site_service.can_not_delete,Cannot delete site {0} because it does not exist., 
site-service.site_service.site_no_exist,Site {0} does not exist., 
site-service.site_service.do_not_remove_manager,A site requires at least one site manager.  You cannot remove {0} from the site membership because they are currently the only site manager., 
site-service.site_service.can_not_remove_membership,The current user does not have sufficient permissions to delete membership details of the site {0}., 
site-service.site_service.do_not_change_manager,"A site requires at least one site manager.  You cannot change the role of {0}, because they are currently the only site manager.", 
site-service.site_service.can_not_change_membership,The current user does not have permissions to modify the membership details of the site {0}., 
site-service.site_service.site_container_not_folder,Site container {0} does not refer to a folder., 
site-service.site_service.invalid_site_type,"Site could not be create, because {0} is not a valid site type.", 
site-model.st_siteModel.property.st_sitePreset.title,Site Preset, 
site-model.st_siteModel.property.st_sitePreset.description,Site Preset, 
site-model.st_siteModel.property.st_siteVisibility.title,Site Visibility, 
site-model.st_siteModel.property.st_siteVisibility.description,Site Visibility, 
rule-config.inbound.display-label,Items are created or enter this folder, 
rule-config.outbound.display-label,Items are deleted or leave this folder, 
rule-config.update.display-label,Items are updated, 
rule-config.inboundAndUpdate.display-label,"Items are created, enter this folder or are updated", 
rule-config.cannot.create.rule.checkout.outbound,Check out action cannot be performed for the rule type outbound!, 
reset-password-messages.reset-password-request.email.subject,Reset your password, 
reset-password-messages.reset-password-confirmation.email.subject,Password reset successful, 
reset-password-messages.templates.reset-password-email.ftl.title,Reset your password, 
reset-password-messages.templates.reset-password-email.ftl.detail,You recently requested to change the password for your account., 
reset-password-messages.templates.reset-password-email.ftl.ignore_message,"If you didn't request a password reset or you don't want to change it, you can ignore and delete this message, and your account will remain secure.", 
reset-password-messages.templates.reset-password-email.ftl.having_trouble_clicking_button,"Either click the Reset Password button, or copy and paste the following address into your web browser", 
reset-password-messages.templates.reset-password-email.ftl.reset_password_button,Reset password, 
reset-password-messages.templates.reset-password-confirm-email.ftl.title,Password reset successful, 
reset-password-messages.templates.reset-password-confirm-email.ftl.detail,The password for your Alfresco account was recently changed., 
reset-password-messages.templates.reset-password-confirm-email.ftl.note,"If you didn't request a password reset, then contact your IT Team immediately.", 
repoadmin-service.repoadmin_service.models_location_not_found,Could not find custom models location '{0}', 
repoadmin-service.repoadmin_service.models_location_multiple_found,Found multiple custom models location '{0}', 
repoadmin-service.repoadmin_service.model_exists,Model '{0}' already exists, 
repoadmin-service.repoadmin_service.model_deployment_failed,Model deployment failed, 
repoadmin-service.repoadmin_service.model_undeployment_failed,Model undeployment failed, 
repoadmin-service.repoadmin_service.model_activation_failed,Model activation failed, 
repoadmin-service.repoadmin_service.model_deactivation_failed,Model deactivation failed, 
repoadmin-service.repoadmin_service.model_not_found,Could not find custom model '{0}', 
repoadmin-service.repoadmin_service.models_multiple_found,Found multiple custom models '{0}', 
repoadmin-service.repoadmin_service.model_already_activated,Model activation failed. Model '{0}' is already activated, 
repoadmin-service.repoadmin_service.model_already_deactivated,Model deactivation failed. Model '{0}' is already deactivated, 
repoadmin-service.repoadmin_service.model_no_longer_exists,Model '{0}' no longer exists, 
repoadmin-service.repoadmin_service.msg_resource_not_found,Could not find message resource bundle '{0}', 
repoadmin-service.repoadmin_service.msg_resource_deployment_failed,Message resource bundle deployment failed for resource classpath '{0}', 
repoadmin-service.repoadmin_service.messages_location_not_found,Could not find messages location '{0}', 
repoadmin-service.repoadmin_service.messages_location_multiple_found,Found multiple messages location '{0}', 
repoadmin-service.repoadmin_service.msg_resource_undeployment_failed,Message resource bundle undeployment failed, 
repoadmin-service.repoadmin_service.msg_resource_reload_failed,Message resource re-load failed, 
repoadmin-service.repoadmin_service.msg_missing_bundle_base_name,Message deployment failed. Missing bundle base name, 
repoadmin-service.repoadmin_service.msg_base_name_contain_underscore,Message deployment failed. Bundle base name '{0}' should not contain '_' (underscore), 
repoadmin-service.repoadmin_service.msg_base_name_contain_period,Message deployment failed. Bundle base name '{0}' should not contain '.' (period), 
replication.replication.exception.targetNotGiven,The target is required but wasn't given, 
replication.replication.exception.noPayloadsSpecified,No payloads were specified, 
replication.replication.exception.replicationDefIsDisabled,Unable to execute a disabled replication definition, 
replication.replication.exception.unableToReplicate,Unable to replicate. The replication service is not enabled, 
replication.replication.exception.errorProcessingPayload,Error processing payload list - {0}, 
replication.replication.exception.errorExecutingTransfer,Error executing transfer - {0}, 
rendition-config.baseRenderingAction.runAs.display-label,Run as, 
rendition-config.baseRenderingAction.update-renditions-on-any-property-change.display-label,Update renditions on any property change, 
rendition-config.baseRenderingAction.rendition-nodetype.display-label,Rendition node type, 
rendition-config.baseRenderingAction.placeHolderResourcePath.display-label,Placeholder resource path, 
rendition-config.baseRenderingAction.sourceContentProperty.display-label,Source content property, 
rendition-config.baseRenderingAction.targetContentProperty.display-label,Target content property, 
rendition-config.baseRenderingAction.destination-path-template.display-label,Destination path template, 
rendition-config.baseRenderingAction.orphan-existing-rendition.display-label,Orphan existing rendition, 
rendition-config.baseTemplateRenderingAction.model.display-label,Model, 
rendition-config.baseTemplateRenderingAction.template_string.display-label,Template string, 
rendition-config.baseTemplateRenderingAction.template_node.display-label,Template node, 
rendition-config.baseTemplateRenderingAction.template_path.display-label,Template path, 
rendition-config.reformat.title,Perform a reformat rendition, 
rendition-config.reformat.description,Renders a piece of content in another format (MIME type)., 
rendition-config.reformat.flashVersion.display-label,Flash version, 
rendition-config.reformat.mime-type.display-label,MIME type, 
